ensembl_gene_id	chrom	start	end	strand	mgi_symbol
ENSMUSG00000105348	5	9779405	9780368	1	NA
ENSMUSG00000106661	5	9968674	9969418	1	NA
ENSMUSG00000091487	5	10067365	10070678	1	Gm6586
ENSMUSG00000105173	5	10116583	10118047	1	NA
ENSMUSG00000073226	5	10187866	10237890	1	Gm10482
ENSMUSG00000100895	5	10235871	10236971	-1	Gm28685
ENSMUSG00000069355	5	10242041	10246526	-1	Gm5152
ENSMUSG00000105157	5	10249092	10349408	1	NA
ENSMUSG00000091817	5	10537285	10539532	1	Gm17091
ENSMUSG00000105536	5	10558353	10559396	1	NA
ENSMUSG00000106274	5	10668075	10668543	-1	NA
ENSMUSG00000105295	5	10706909	10707164	-1	NA
ENSMUSG00000105657	5	10741052	10743175	-1	NA
ENSMUSG00000091422	5	10865029	10870808	1	Gm6455
ENSMUSG00000104942	5	10875621	10876749	1	NA
ENSMUSG00000106652	5	10930423	10946571	-1	NA
ENSMUSG00000095710	5	10947805	11044948	1	Gm8871
ENSMUSG00000091933	5	10947807	10952592	1	Gm8857
ENSMUSG00000104834	5	10957406	10958237	1	NA
ENSMUSG00000105978	5	11022260	11038939	-1	NA
ENSMUSG00000106477	5	11050460	11050745	1	NA
ENSMUSG00000106506	5	11109800	11126455	-1	NA
ENSMUSG00000094025	5	11127634	11132487	1	Gm8879
ENSMUSG00000105705	5	11137279	11193590	1	NA
ENSMUSG00000104982	5	11165537	11181825	-1	NA
ENSMUSG00000095918	5	11183072	11187810	1	Gm5861
ENSMUSG00000104811	5	11238536	11254753	-1	NA
ENSMUSG00000096846	5	11256033	11260494	1	Gm8890
ENSMUSG00000105564	5	11265590	11266421	1	NA
ENSMUSG00000106148	5	11320804	11340297	-1	NA
ENSMUSG00000095829	5	11341516	11346286	1	Speer1
ENSMUSG00000106351	5	11351109	11352214	1	NA
ENSMUSG00000106034	5	11400212	11415204	-1	NA
ENSMUSG00000096732	5	11416418	11421235	1	Gm8897
ENSMUSG00000104601	5	11426453	11427139	1	NA
ENSMUSG00000105549	5	11460424	11464271	1	NA
ENSMUSG00000105688	5	11485335	11501452	-1	NA
ENSMUSG00000095296	5	11502685	11507417	1	Gm8906
ENSMUSG00000106156	5	11512247	11513378	1	NA
ENSMUSG00000104789	5	11577108	11593779	-1	NA
ENSMUSG00000091903	5	11594913	11599784	1	Gm6460
ENSMUSG00000104774	5	11604671	11605594	1	NA
ENSMUSG00000105299	5	11664167	11680823	-1	NA
ENSMUSG00000094105	5	11681959	11686856	1	Gm8922
ENSMUSG00000099391	5	11689253	11769308	-1	1700003C15Rik
ENSMUSG00000105364	5	11691659	11692790	1	NA
ENSMUSG00000094205	5	11770548	11775300	1	Gm8926
ENSMUSG00000104578	5	11780120	11781251	1	NA
ENSMUSG00000105479	5	11828046	11844359	-1	NA
ENSMUSG00000094036	5	11845539	11850352	1	Gm6465
ENSMUSG00000106410	5	11855234	11856181	1	NA
ENSMUSG00000106026	5	11900483	11916836	-1	NA
ENSMUSG00000067848	5	11918043	11922821	1	4933402N22Rik
ENSMUSG00000105171	5	11927622	11928740	1	NA
ENSMUSG00000099516	5	12089537	12097647	1	Gm29066
ENSMUSG00000103740	5	12092020	12099441	-1	Gm38242
ENSMUSG00000105155	5	12142041	12144961	-1	NA
ENSMUSG00000104941	5	12354697	12355787	-1	NA
ENSMUSG00000040254	5	12383385	12588948	1	Sema3d
ENSMUSG00000105854	5	12478866	12479628	-1	NA
ENSMUSG00000104632	5	12554632	12558250	1	NA
ENSMUSG00000105237	5	12669155	12670728	-1	NA
ENSMUSG00000094310	5	12940370	12940479	1	Gm23243
ENSMUSG00000096810	5	13042433	13043434	-1	Gm10481
ENSMUSG00000104577	5	13080828	13082142	1	NA
ENSMUSG00000062038	5	13121448	13121766	-1	Gm10108
ENSMUSG00000028883	5	13125414	13602565	1	Sema3a
ENSMUSG00000105334	5	13133459	13135958	-1	NA
ENSMUSG00000105750	5	13481028	13484934	1	NA
ENSMUSG00000105041	5	13525723	13528408	1	NA
ENSMUSG00000104626	5	13548694	13552728	1	NA
ENSMUSG00000105366	5	13604035	13606233	1	NA
ENSMUSG00000104905	5	13615959	13617815	-1	NA
ENSMUSG00000104638	5	13748111	13808343	-1	NA
ENSMUSG00000105833	5	13763618	13764722	1	NA
ENSMUSG00000090991	5	13768662	13771887	1	Gm6647
ENSMUSG00000067855	5	13791619	13796820	1	Speer3
ENSMUSG00000090793	5	13811242	13814452	1	Gm6650
ENSMUSG00000106615	5	13838233	13839535	-1	NA
ENSMUSG00000105521	5	13877166	13877676	1	NA
ENSMUSG00000105614	5	13879219	13880182	1	NA
ENSMUSG00000089244	5	13902770	13902874	-1	Gm24054
ENSMUSG00000063531	5	14025276	14256689	1	Sema3e
ENSMUSG00000105528	5	14027894	14029765	1	NA
ENSMUSG00000085352	5	14056438	14074157	-1	Gm4128
ENSMUSG00000106310	5	14242462	14245339	1	NA
ENSMUSG00000061601	5	14514918	14863459	1	Pclo
ENSMUSG00000097976	5	14520673	14539852	-1	Gm26918
ENSMUSG00000106491	5	14563338	14566621	1	NA
ENSMUSG00000105485	5	14596864	14599766	1	NA
ENSMUSG00000104625	5	14599919	14602562	1	NA
ENSMUSG00000106048	5	14604049	14608606	1	NA
ENSMUSG00000106411	5	14611652	14614544	1	NA
ENSMUSG00000105578	5	14665649	14667153	1	NA
ENSMUSG00000098233	5	14696985	14723664	-1	Gm26954
ENSMUSG00000105571	5	14778932	14781202	1	NA
ENSMUSG00000104672	5	14804901	14806559	1	NA
ENSMUSG00000033219	5	14910122	14914899	-1	Gm9758
ENSMUSG00000091255	5	14933221	14938429	-1	Speer4e
ENSMUSG00000072188	5	14974113	14978935	-1	Gm10354
ENSMUSG00000091897	5	15028950	15032998	-1	Gm17019
ENSMUSG00000106004	5	15464171	15478876	1	NA
ENSMUSG00000099762	5	15471703	15476523	-1	Gm8579
ENSMUSG00000094230	5	15516489	15656679	1	Gm21847
ENSMUSG00000106445	5	15524456	15529222	-1	NA
ENSMUSG00000105300	5	15538002	15605066	-1	NA
ENSMUSG00000096878	5	15577333	15582078	1	Gm21655
ENSMUSG00000070933	5	15619064	15623864	1	Speer4d
ENSMUSG00000069720	5	15652286	15657059	-1	4930572O03Rik
ENSMUSG00000089871	5	15680710	15714596	1	Speer4cos
ENSMUSG00000073208	5	15709501	15714271	-1	Speer4c
ENSMUSG00000106083	5	15798001	15799033	1	NA
ENSMUSG00000105515	5	15805564	15806744	1	NA
ENSMUSG00000105185	5	15863928	15883829	-1	NA
ENSMUSG00000105916	5	15870247	15870655	1	NA
ENSMUSG00000105310	5	15900244	15900487	-1	NA
ENSMUSG00000096936	5	15923755	15933406	-1	Gm3510
ENSMUSG00000040118	5	15934691	16374511	1	Cacna2d1
ENSMUSG00000104886	5	15993957	15997839	-1	NA
ENSMUSG00000105526	5	16107129	16109780	1	NA
ENSMUSG00000106177	5	16343398	16344181	-1	NA
ENSMUSG00000097941	5	16508165	16509183	-1	Gm8984
ENSMUSG00000028864	5	16553495	16620152	1	Hgf
ENSMUSG00000106339	5	16572951	16573943	1	NA
ENSMUSG00000105660	5	16605722	16607212	1	NA
ENSMUSG00000059179	5	16729996	16731070	-1	Gm8991
ENSMUSG00000099854	5	16835914	16837658	1	Gm28710
ENSMUSG00000105706	5	16981036	16981288	1	NA
ENSMUSG00000091273	5	17223710	17227934	-1	Gm6673
ENSMUSG00000091827	5	17373180	17378028	1	Speer4f2
ENSMUSG00000090750	5	17380573	17381699	1	Gm21999
ENSMUSG00000058643	5	17476098	17480936	1	Speer4f1
ENSMUSG00000106358	5	17493223	17494285	1	NA
ENSMUSG00000028780	5	17574281	17730268	1	Sema3c
ENSMUSG00000002944	5	17781690	17888801	-1	Cd36
ENSMUSG00000028777	5	17962549	18019834	1	Gnat3
ENSMUSG00000057614	5	18265135	18360355	-1	Gnai1
ENSMUSG00000104540	5	18350348	18350807	1	NA
ENSMUSG00000104718	5	18481705	18490194	-1	NA
ENSMUSG00000105930	5	18814204	18814801	1	NA
ENSMUSG00000089364	5	18864577	18864704	1	Gm23822
ENSMUSG00000106498	5	19198483	19201605	-1	NA
ENSMUSG00000097626	5	19202368	19226555	-1	4921504A21Rik
ENSMUSG00000106433	5	19203672	19203912	1	NA
ENSMUSG00000040003	5	19227036	20704792	1	Magi2
ENSMUSG00000106204	5	19504455	19506123	-1	NA
ENSMUSG00000088668	5	19515405	19515507	-1	Gm25335
ENSMUSG00000096882	5	20092615	20092718	1	Gm23570
ENSMUSG00000077171	5	20114320	20114447	-1	Gm25761
ENSMUSG00000106559	5	20260623	20260962	-1	NA
ENSMUSG00000087768	5	20264341	20264440	1	Gm22755
ENSMUSG00000106240	5	20588596	20588900	1	NA
ENSMUSG00000073174	5	20702277	20706052	1	Gm29254
ENSMUSG00000105036	5	20728394	20728892	1	NA
ENSMUSG00000039987	5	20758663	20882124	-1	Phtf2
ENSMUSG00000082716	5	20806090	20806464	1	Rpl31-ps5
ENSMUSG00000045435	5	20882191	20886870	1	Tmem60
ENSMUSG00000039968	5	20893028	20956398	-1	Rsbn1l
ENSMUSG00000101013	5	20950989	20956398	1	A630072M18Rik
ENSMUSG00000028771	5	20986645	21055911	-1	Ptpn12
ENSMUSG00000106158	5	21031752	21033084	1	NA
ENSMUSG00000087813	5	21117083	21117201	-1	Gm22490
ENSMUSG00000096269	5	21119149	21119522	-1	Rpl31-ps21
ENSMUSG00000106116	5	21124017	21125412	1	NA
ENSMUSG00000106104	5	21131076	21132022	1	NA
ENSMUSG00000039934	5	21186255	21315132	1	Gsap
ENSMUSG00000104920	5	21214009	21214260	1	NA
ENSMUSG00000105275	5	21279270	21279621	-1	NA
ENSMUSG00000064280	5	21292961	21424677	-1	Ccdc146
ENSMUSG00000039899	5	21372642	21378374	1	Fgl2
ENSMUSG00000047221	5	21424958	21482124	1	Fam185a
ENSMUSG00000048520	5	21483847	21645634	-1	Fbxl13
ENSMUSG00000039883	5	21543559	21575904	1	Lrrc17
ENSMUSG00000106135	5	21598740	21599547	1	NA
ENSMUSG00000106294	5	21613994	21614494	-1	NA
ENSMUSG00000038525	5	21645813	21662694	1	Armc10
ENSMUSG00000044968	5	21662901	21701396	-1	Napepld
ENSMUSG00000081242	5	21689541	21690175	1	Gm15719
ENSMUSG00000029017	5	21737141	21757152	1	Pmpcb
ENSMUSG00000083006	5	21748231	21748513	-1	Gm15715
ENSMUSG00000029014	5	21757267	21785251	-1	Dnajc2
ENSMUSG00000028932	5	21785283	21803787	1	Psmc2
ENSMUSG00000029015	5	21810655	21865604	-1	Slc26a5
ENSMUSG00000042453	5	21884454	22344702	-1	Reln
ENSMUSG00000090008	5	21889780	21890064	1	Gm16111
ENSMUSG00000073152	5	21910931	21954014	1	Gm10475
ENSMUSG00000090197	5	21951858	21952499	-1	Dnaja1-ps
ENSMUSG00000105766	5	21956094	21957986	-1	NA
ENSMUSG00000089910	5	22281211	22281582	-1	Gm16113
ENSMUSG00000089793	5	22292787	22293168	1	Gm16112
ENSMUSG00000090226	5	22334442	22336118	1	Gm16110
ENSMUSG00000088578	5	22359164	22359277	-1	Gm25459
ENSMUSG00000105106	5	22400886	22404718	-1	NA
ENSMUSG00000065660	5	22430331	22430443	-1	n-R5s170
ENSMUSG00000105081	5	22472767	22472992	-1	NA
ENSMUSG00000029012	5	22486485	22550429	-1	Orc5
ENSMUSG00000084235	5	22528321	22529244	-1	Gm15421
ENSMUSG00000096346	5	22534737	22534843	-1	Gm22887
ENSMUSG00000097207	5	22550432	22807850	1	6030443J06Rik
ENSMUSG00000105156	5	22563957	22564252	1	NA
ENSMUSG00000081855	5	22612628	22613182	-1	Rpl17-ps5
ENSMUSG00000092704	5	22645119	22645183	-1	Gm24512
ENSMUSG00000106181	5	22693561	22694719	-1	NA
ENSMUSG00000104913	5	22724578	22726168	-1	NA
ENSMUSG00000105076	5	22738910	22746907	-1	NA
ENSMUSG00000105029	5	22739019	22739111	1	NA
ENSMUSG00000106379	5	22746059	23275597	1	Lhfpl3
ENSMUSG00000094832	5	22775630	22778702	1	Gm21846
ENSMUSG00000105543	5	22863812	22868545	-1	NA
ENSMUSG00000060879	5	22931395	22932013	-1	Gm6564
ENSMUSG00000104866	5	23200920	23223796	-1	NA
ENSMUSG00000098903	5	23279866	23279911	-1	Gm28022
ENSMUSG00000105254	5	23330370	23347274	-1	NA
ENSMUSG00000105091	5	23376496	23376619	1	NA
ENSMUSG00000073147	5	23382308	23434269	-1	5031425E22Rik
ENSMUSG00000106269	5	23387109	23388601	1	NA
ENSMUSG00000104765	5	23387620	23388244	-1	NA
ENSMUSG00000105042	5	23396103	23396883	1	NA
ENSMUSG00000029004	5	23434441	23504235	1	Kmt2e
ENSMUSG00000088170	5	23487394	23487723	-1	Gm25219
ENSMUSG00000062604	5	23503264	23684617	-1	Srpk2
ENSMUSG00000088359	5	23674289	23674381	-1	Gm24009
ENSMUSG00000105565	5	23674739	23675546	-1	NA
ENSMUSG00000105987	5	23698296	23712667	-1	NA
ENSMUSG00000096832	5	23710991	23711061	-1	Mir3096
ENSMUSG00000057541	5	23740648	23783711	-1	Pus7
ENSMUSG00000028999	5	23787711	23820369	1	Rint1
ENSMUSG00000104569	5	23790702	23791585	1	NA
ENSMUSG00000086697	5	23815618	23831897	-1	4933427G23Rik
ENSMUSG00000065329	5	23836167	23836321	-1	Gm22054
ENSMUSG00000028998	5	23838944	23844161	-1	Tomm7
ENSMUSG00000097180	5	23850597	23855038	1	2700038G22Rik
ENSMUSG00000095205	5	23852210	23852280	1	Snord93
ENSMUSG00000028995	5	23915276	24030690	-1	Fam126a
ENSMUSG00000105866	5	24009887	24010412	-1	NA
ENSMUSG00000106118	5	24085244	24085728	1	NA
ENSMUSG00000028986	5	24100605	24160792	1	Klhl7
ENSMUSG00000106133	5	24118316	24118664	-1	NA
ENSMUSG00000106665	5	24153294	24155888	1	NA
ENSMUSG00000048439	5	24164963	24184013	1	Nupl2
ENSMUSG00000099891	5	24209327	24209724	-1	Gm5575
ENSMUSG00000105141	5	24232409	24233047	1	NA
ENSMUSG00000105713	5	24240512	24241901	1	NA
ENSMUSG00000081071	5	24256822	24257037	1	Gm9836
ENSMUSG00000038319	5	24319589	24351604	-1	Kcnh2
ENSMUSG00000086729	5	24333923	24337216	1	Gm15589
ENSMUSG00000028978	5	24364810	24384474	1	Nos3
ENSMUSG00000086769	5	24366192	24383614	-1	Gm15587
ENSMUSG00000038295	5	24384181	24392143	-1	Atg9b
ENSMUSG00000028973	5	24393663	24410054	1	Abcb8
ENSMUSG00000038276	5	24413392	24417835	1	Asic3
ENSMUSG00000028969	5	24418241	24423530	-1	Cdk5
ENSMUSG00000028962	5	24423837	24440950	1	Slc4a2
ENSMUSG00000028959	5	24438440	24445287	-1	Fastk
ENSMUSG00000088696	5	24438486	24438586	-1	Gm22333
ENSMUSG00000028958	5	24445458	24447854	-1	Tmub1
ENSMUSG00000105858	5	24447908	24448489	1	NA
ENSMUSG00000104190	5	24449608	24451709	-1	Gm10472
ENSMUSG00000023353	5	24452177	24502047	1	Agap3
ENSMUSG00000067724	5	24502757	24527202	-1	Gbx1
ENSMUSG00000038204	5	24532697	24540978	-1	Asb10
ENSMUSG00000038199	5	24543432	24556809	-1	4931409K22Rik
ENSMUSG00000028953	5	24565345	24577467	-1	Abcf2
ENSMUSG00000067719	5	24581554	24581862	-1	Gm10221
ENSMUSG00000038181	5	24586741	24594556	1	Chpf2
ENSMUSG00000028949	5	24590818	24624411	-1	Smarcd3
ENSMUSG00000076387	5	24592114	24592211	1	Mir671
ENSMUSG00000038165	5	24645453	24648860	1	1700022A21Rik
ENSMUSG00000028954	5	24685532	24710378	1	Nub1
ENSMUSG00000097275	5	24696902	24704690	-1	Gm26648
ENSMUSG00000055235	5	24711738	24730727	-1	Wdr86
ENSMUSG00000038135	5	24751003	24758008	-1	Crygn
ENSMUSG00000028945	5	24802823	24842624	-1	Rheb
ENSMUSG00000089475	5	24820593	24820837	-1	Gm25363
ENSMUSG00000028944	5	24862744	25100642	-1	Prkag2
ENSMUSG00000087314	5	24873544	24875934	1	Prkag2os2
ENSMUSG00000086446	5	24902569	24906850	1	Prkag2os1
ENSMUSG00000059631	5	24985842	24998168	1	1500035N22Rik
ENSMUSG00000043833	5	25100983	25110109	1	2900005J15Rik
ENSMUSG00000105763	5	25126135	25126700	1	NA
ENSMUSG00000077832	5	25168372	25168464	-1	Gm26051
ENSMUSG00000028938	5	25181460	25220297	1	Galntl5
ENSMUSG00000088842	5	25188361	25188643	-1	Gm26356
ENSMUSG00000038072	5	25221904	25265918	1	Galnt11
ENSMUSG00000054116	5	25222848	25223153	-1	E130116L18Rik
ENSMUSG00000038056	5	25271798	25498783	-1	Kmt2c
ENSMUSG00000106457	5	25369020	25373039	1	NA
ENSMUSG00000092344	5	25391608	25391884	1	Hspe1-ps3
ENSMUSG00000092181	5	25433036	25433285	-1	Gm20432
ENSMUSG00000092510	5	25450305	25450908	1	Gm18343
ENSMUSG00000097236	5	25499067	25501541	1	4831440E17Rik
ENSMUSG00000077387	5	25510865	25511035	1	Gm22656
ENSMUSG00000038044	5	25516067	25518027	1	Cct8l1
ENSMUSG00000101856	5	25530013	25531466	1	1700096K18Rik
ENSMUSG00000105744	5	25532158	25532431	-1	NA
ENSMUSG00000059244	5	25659806	25661282	-1	Gm10062
ENSMUSG00000106144	5	25659809	25661275	1	NA
ENSMUSG00000106241	5	25687373	25689395	-1	NA
ENSMUSG00000028933	5	25689812	25705825	-1	Xrcc2
ENSMUSG00000104549	5	25710226	25710586	1	NA
ENSMUSG00000056367	5	25759997	25850688	1	Actr3b
ENSMUSG00000105052	5	25919632	25926290	-1	NA
ENSMUSG00000104824	5	25935791	25942381	-1	NA
ENSMUSG00000095550	5	25948253	25954417	-1	Gm21671
ENSMUSG00000104651	5	25956626	25957721	1	NA
ENSMUSG00000106627	5	25965961	25972663	-1	NA
ENSMUSG00000096045	5	25982030	25988650	-1	Gm21698
ENSMUSG00000091049	5	25999022	26004798	-1	Gm1979
ENSMUSG00000090671	5	26007027	26008035	1	Gm5067
ENSMUSG00000067700	5	26017278	26022916	-1	Gm5862
ENSMUSG00000073119	5	26032846	26039558	-1	Speer4a
ENSMUSG00000073117	5	26051883	26058581	-1	Gm7347
ENSMUSG00000105422	5	26070537	26071474	1	NA
ENSMUSG00000073116	5	26082574	26089291	-1	Gm10471
ENSMUSG00000051940	5	26098668	26105362	-1	5031410I06Rik
ENSMUSG00000067698	5	26114764	26121421	-1	Gm10220
ENSMUSG00000059645	5	26257691	26264308	1	Gm7361
ENSMUSG00000105786	5	26355418	26357230	1	NA
ENSMUSG00000029044	5	26460070	26493314	-1	4930584F24Rik
ENSMUSG00000105491	5	26599438	26599549	1	NA
ENSMUSG00000061576	5	26817203	27727505	1	Dpp6
ENSMUSG00000104733	5	26828100	26828505	-1	NA
ENSMUSG00000080941	5	26859967	26860101	-1	Gm16056
ENSMUSG00000081970	5	27005940	27007621	-1	Gm16057
ENSMUSG00000105946	5	27195955	27198868	1	NA
ENSMUSG00000106537	5	27218185	27220780	1	NA
ENSMUSG00000048703	5	27495639	27501438	-1	Speer4b
ENSMUSG00000086505	5	27552551	27553875	-1	Gm16058
ENSMUSG00000002221	5	27740080	27791691	-1	Paxip1
ENSMUSG00000105223	5	27817490	27817970	1	NA
ENSMUSG00000105375	5	27820970	27821951	1	NA
ENSMUSG00000039106	5	27842149	27855088	1	Htr5a
ENSMUSG00000104882	5	27860018	27860438	-1	NA
ENSMUSG00000106390	5	27860449	27861138	1	NA
ENSMUSG00000104777	5	27999998	28001306	-1	NA
ENSMUSG00000097673	5	28019465	28071105	-1	Gm26608
ENSMUSG00000106030	5	28032055	28036406	-1	NA
ENSMUSG00000045294	5	28071363	28078662	1	Insig1
ENSMUSG00000039095	5	28165694	28172166	1	En2
ENSMUSG00000106160	5	28168476	28168840	-1	NA
ENSMUSG00000044681	5	28200819	28245792	-1	Cnpy1
ENSMUSG00000048271	5	28317121	28419239	1	Rbm33
ENSMUSG00000002633	5	28456815	28467256	-1	Shh
ENSMUSG00000097726	5	28458274	28933995	1	9530036O11Rik
ENSMUSG00000097453	5	28466374	28480973	1	Gm26894
ENSMUSG00000105775	5	28538570	28539568	1	NA
ENSMUSG00000104587	5	28577273	28578960	1	NA
ENSMUSG00000029130	5	29195992	29228457	1	Rnf32
ENSMUSG00000089975	5	29217724	29218565	1	Gm7420
ENSMUSG00000010721	5	29229802	29378390	-1	Lmbr1
ENSMUSG00000105741	5	29276002	29280297	-1	NA
ENSMUSG00000093302	5	29336780	29336846	-1	Gm23801
ENSMUSG00000097561	5	29378699	29390488	1	4632411P08Rik
ENSMUSG00000001569	5	29434664	29457843	1	Nom1
ENSMUSG00000001566	5	29473034	29478470	-1	Mnx1
ENSMUSG00000093875	5	29481525	29481631	-1	Gm24538
ENSMUSG00000078182	5	29538153	29538509	1	Gm6083
ENSMUSG00000039000	5	29569242	29676092	1	Ube3c
ENSMUSG00000104648	5	29691422	29691713	1	NA
ENSMUSG00000088150	5	29709634	29709962	1	Gm26346
ENSMUSG00000105032	5	29719328	29719706	-1	NA
ENSMUSG00000053121	5	29735637	29735936	-1	Gm5129
ENSMUSG00000029131	5	29735688	29818134	1	Dnajb6
ENSMUSG00000106558	5	29794523	29795037	-1	NA
ENSMUSG00000105999	5	29807471	29808158	-1	NA
ENSMUSG00000106551	5	29832088	29833307	-1	NA
ENSMUSG00000105437	5	29886728	29891964	-1	NA
ENSMUSG00000105926	5	29946718	29950718	-1	NA
ENSMUSG00000105439	5	29996141	30008798	-1	NA
ENSMUSG00000025746	5	30013114	30019981	1	Il6
ENSMUSG00000025747	5	30058202	30073617	-1	Tyms
ENSMUSG00000104667	5	30092940	30097686	1	NA
ENSMUSG00000086815	5	30103584	30106086	-1	3110082J24Rik
ENSMUSG00000044576	5	30105161	30118378	1	Gareml
ENSMUSG00000025745	5	30118304	30155162	-1	Hadha
ENSMUSG00000059447	5	30155248	30184593	1	Hadhb
ENSMUSG00000088113	5	30170739	30170816	1	Mir1960
ENSMUSG00000067642	5	30193431	30205722	-1	Adgrf3
ENSMUSG00000075703	5	30232581	30272427	1	Ept1
ENSMUSG00000085099	5	30240082	30240448	-1	Gm16288
ENSMUSG00000073102	5	30281388	30366695	1	Drc1
ENSMUSG00000106311	5	30366046	30366490	1	NA
ENSMUSG00000062372	5	30367062	30461932	-1	Otof
ENSMUSG00000029182	5	30466047	30484088	1	1700001C02Rik
ENSMUSG00000053194	5	30485583	30545836	-1	Cib4
ENSMUSG00000088327	5	30514578	30514684	-1	Gm25666
ENSMUSG00000106300	5	30529457	30543830	1	NA
ENSMUSG00000053214	5	30573987	30588619	-1	Gm9899
ENSMUSG00000049265	5	30588170	30625271	1	Kcnk3
ENSMUSG00000029175	5	30647933	30659729	1	Slc35f6
ENSMUSG00000093710	5	30647936	30648015	1	Mir5625
ENSMUSG00000029177	5	30666777	30674830	1	Cenpa
ENSMUSG00000029168	5	30711564	30799375	1	Dpysl5
ENSMUSG00000106173	5	30759032	30760477	1	NA
ENSMUSG00000029166	5	30814641	30866106	1	Mapre3
ENSMUSG00000106229	5	30815620	30818477	1	NA
ENSMUSG00000087258	5	30817977	30822612	-1	Gm15461
ENSMUSG00000038828	5	30868012	30879180	1	Tmem214
ENSMUSG00000107086	5	30868764	30870828	-1	NA
ENSMUSG00000029165	5	30888694	30906965	1	Agbl5
ENSMUSG00000107201	5	30897300	30899580	1	NA
ENSMUSG00000038803	5	30905885	30907788	-1	Ost4
ENSMUSG00000029163	5	30913402	30921277	1	Emilin1
ENSMUSG00000029162	5	30921431	30931248	1	Khk
ENSMUSG00000029161	5	30933143	30945591	-1	Cgref1
ENSMUSG00000006638	5	30950066	30955091	1	Abhd1
ENSMUSG00000045302	5	30950853	30960361	-1	Preb
ENSMUSG00000006642	5	30968662	30977018	1	Tcf23
ENSMUSG00000006641	5	31036036	31048924	-1	Slc5a6
ENSMUSG00000013622	5	31048312	31054623	1	Atraid
ENSMUSG00000013629	5	31054780	31078479	1	Cad
ENSMUSG00000029151	5	31086106	31108237	-1	Slc30a3
ENSMUSG00000104299	5	31094984	31097294	1	Gm9924
ENSMUSG00000053856	5	31106285	31112526	1	Dnajc5g
ENSMUSG00000062077	5	31116712	31137630	1	Trim54
ENSMUSG00000107265	5	31135753	31137344	-1	Gm15469
ENSMUSG00000038676	5	31138063	31138829	-1	Ucn
ENSMUSG00000107283	5	31140654	31154251	-1	Mpv17
ENSMUSG00000101678	5	31144739	31179911	-1	Gm29609
ENSMUSG00000106864	5	31156005	31180144	-1	Gtf3c2
ENSMUSG00000029145	5	31187558	31193430	-1	Eif2b4
ENSMUSG00000029146	5	31193227	31199143	1	Snx17
ENSMUSG00000043059	5	31198981	31202303	-1	Zfp513
ENSMUSG00000029147	5	31202664	31220687	-1	Ppm1g
ENSMUSG00000106717	5	31210344	31214315	-1	NA
ENSMUSG00000055424	5	31240675	31241232	-1	Gm9970
ENSMUSG00000029148	5	31240864	31251566	1	Nrbp1
ENSMUSG00000029149	5	31251691	31253202	1	Krtcap3
ENSMUSG00000038564	5	31253277	31291116	-1	Ift172
ENSMUSG00000038552	5	31292242	31296080	-1	Fndc4
ENSMUSG00000059434	5	31297443	31327314	1	Gckr
ENSMUSG00000106935	5	31356348	31356795	-1	NA
ENSMUSG00000106866	5	31450824	31451451	1	NA
ENSMUSG00000106950	5	31451219	31452331	-1	NA
ENSMUSG00000062761	5	31452431	31481754	1	Zfp512
ENSMUSG00000107120	5	31461022	31462409	1	NA
ENSMUSG00000029138	5	31485740	31488476	1	4930548H24Rik
ENSMUSG00000107142	5	31486629	31495179	-1	4930566F21Rik
ENSMUSG00000064037	5	31494741	31512904	1	Gpn1
ENSMUSG00000053134	5	31514564	31527807	-1	Supt7l
ENSMUSG00000029141	5	31526995	31556932	1	Slc4a1ap
ENSMUSG00000107352	5	31560812	31569072	-1	NA
ENSMUSG00000107355	5	31569595	31571397	-1	NA
ENSMUSG00000107015	5	31581079	31581709	1	NA
ENSMUSG00000106918	5	31596935	31664384	1	Mrpl33
ENSMUSG00000105617	5	31596938	31701972	1	NA
ENSMUSG00000029136	5	31624439	31697627	-1	Rbks
ENSMUSG00000099301	5	31667231	31667340	-1	Mir3473e
ENSMUSG00000052139	5	31697684	32084962	1	Bre
ENSMUSG00000107151	5	31708396	31708627	1	NA
ENSMUSG00000088514	5	31870046	31870347	1	Gm24436
ENSMUSG00000107140	5	31926697	31927391	1	NA
ENSMUSG00000106894	5	32005977	32010863	-1	Gm17130
ENSMUSG00000102759	5	32130283	32133171	-1	Gm10463
ENSMUSG00000029135	5	32135801	32157842	1	Fosl2
ENSMUSG00000096091	5	32175099	32175205	1	Gm26335
ENSMUSG00000107220	5	32185497	32186079	1	NA
ENSMUSG00000029134	5	32232708	32366520	1	Plb1
ENSMUSG00000081200	5	32311922	32312119	-1	Gm15615
ENSMUSG00000107078	5	32320764	32354883	-1	NA
ENSMUSG00000107036	5	32390047	32397908	-1	NA
ENSMUSG00000107211	5	32420003	32420972	1	Gm5864
ENSMUSG00000014956	5	32458843	32517433	1	Ppp1cb
ENSMUSG00000107197	5	32459828	32462293	1	NA
ENSMUSG00000107083	5	32467195	32469429	1	NA
ENSMUSG00000080753	5	32479560	32479885	-1	Gm15613
ENSMUSG00000085234	5	32507184	32651065	-1	Gm15614
ENSMUSG00000107316	5	32547936	32548317	-1	NA
ENSMUSG00000106835	5	32550660	32557462	1	NA
ENSMUSG00000107277	5	32607020	32611805	-1	NA
ENSMUSG00000014932	5	32611171	32687057	1	Yes1
ENSMUSG00000107018	5	32629842	32630960	1	NA
ENSMUSG00000106680	5	32713072	32713988	-1	NA
