marker,chr,cM
11_70612702,11,41.0846235421403
11_70616235,11,41.1046235421403
11_70661194,11,41.1246235421403
11_70728481,11,41.1446235421403
11_70750402,11,41.1646235421403
11_70772323,11,41.1846235421403
11_70779053,11,41.2046235421403
11_70782062,11,41.2246235421403
11_70785072,11,41.2446235421403
11_71120660,11,41.2646235421403
11_71198629,11,41.2846235421403
11_71276599,11,41.3046235421403
11_71354568,11,41.3246235421403
11_71418821,11,41.3446235421403
11_71422464,11,41.3646235421403
11_71425934,11,41.3846235421403
11_71429405,11,41.4046235421403
11_71432875,11,41.4246235421403
11_71436346,11,41.4446235421403
11_71439817,11,41.4646235421403
11_71443287,11,41.4846235421403
11_71449172,11,41.5046235421403
11_71460430,11,41.5246235421403
11_71475844,11,41.5446235421403
11_71510771,11,41.5646235421403
11_71658293,11,41.5846235421403
11_71675712,11,41.6046235421403
11_71693132,11,41.6246235421403
11_71782692,11,41.6446235421403
11_71793079,11,41.6646235421403
11_71803404,11,41.6846235421403
11_71813729,11,41.7046235421403
11_71824055,11,41.7246235421403
11_71834380,11,41.7446235421403
11_71859513,11,41.7646235421403
11_71937774,11,41.7846235421403
11_71945079,11,41.8046235421403
11_71952385,11,41.8246235421403
11_71984730,11,41.8446235421403
11_72012709,11,41.8646235421403
11_72040688,11,41.8846235421403
11_72210521,11,41.9046235421403
11_72314268,11,41.9246235421403
11_72366456,11,41.9446235421403
11_72411367,11,41.9646235421403
11_72450663,11,41.9846235421403
11_72471305,11,42.0046235421403
11_72491946,11,42.0246235421403
11_72512588,11,42.0446235421403
11_72601385,11,42.0646235421403
11_72621813,11,42.0846235421403
11_72642242,11,42.1046235421403
11_72662670,11,42.1246235421403
11_72771429,11,42.1446235421403
11_72883243,11,42.1646235421403
11_72898448,11,42.1846235421403
11_72913654,11,42.2046235421403
11_72928859,11,42.2246235421403
11_72944065,11,42.2446235421403
11_72959270,11,42.2646235421403
11_72974476,11,42.2846235421403
11_72989681,11,42.3046235421403
11_72996574,11,42.3246235421403
11_72999600,11,42.3446235421403
11_73002626,11,42.3646235421403
11_73005652,11,42.3846235421403
11_73012925,11,42.4046235421403
11_73023956,11,42.4246235421403
11_73034987,11,42.4446235421403
11_73046018,11,42.4646235421403
11_73057049,11,42.4846235421403
11_73068080,11,42.5046235421403
11_73079353,11,42.5246235421403
11_73111862,11,42.5446235421403
11_73146945,11,42.5646235421403
11_73171837,11,42.5846235421403
11_73196729,11,42.6046235421403
11_73629401,11,42.6146235421403
11_74062073,11,42.6246235421403
11_74066223,11,42.6446235421403
11_74070373,11,42.6646235421403
11_74074523,11,42.6846235421403
11_74078673,11,42.7046235421403
11_74082823,11,42.7246235421403
11_74376174,11,42.7346235421403
11_74669524,11,42.7446235421403
11_74672012,11,42.7646235421403
11_74674499,11,42.7846235421403
11_74716248,11,42.8046235421403
11_74724515,11,42.8246235421403
11_74732783,11,42.8446235421403
11_75099555,11,42.851290208807
11_75466326,11,42.8579568754737
11_75833098,11,42.8646235421403
11_75863363,11,42.8846235421403
11_75875899,11,42.9046235421403
11_75888435,11,42.9246235421403
11_75900971,11,42.9446235421403
11_75903257,11,42.9646235421403
11_75904489,11,42.9846235421403
11_75905721,11,43.0046235421403
11_75917304,11,43.0246235421403
11_76287653,11,43.0446235421403
11_76288899,11,43.0646235421403
11_76290145,11,43.0846235421403
11_76397032,11,43.1046235421403
11_76403847,11,43.1246235421403
11_76410663,11,43.1446235421403
11_76607927,11,43.1646235421403
11_76623625,11,43.1846235421403
11_76633554,11,43.2046235421403
11_76643483,11,43.2246235421403
11_76653411,11,43.2446235421403
11_76663340,11,43.2646235421403
11_76700004,11,43.2846235421403
11_76708607,11,43.3046235421403
11_76717210,11,43.3246235421403
11_77052920,11,43.3446235421403
11_77373762,11,43.3646235421403
11_77539214,11,43.3846235421403
11_77670110,11,43.4046235421403
11_77801006,11,43.4246235421403
11_77931903,11,43.4446235421403
11_78062799,11,43.4646235421403
11_78146595,11,43.4846235421403
11_78148925,11,43.5046235421403
11_78151256,11,43.5246235421403
11_78159906,11,43.5446235421403
11_78174741,11,43.5646235421403
11_78189576,11,43.5846235421403
11_78204410,11,43.6046235421403
11_78358395,11,43.6246235421403
11_78487176,11,43.6446235421403
11_78494191,11,43.6646235421403
11_78501205,11,43.6846235421403
11_78519927,11,43.7046235421403
11_78569951,11,43.7246235421403
11_78573929,11,43.7446235421403
11_78577907,11,43.7646235421403
11_78681460,11,43.7846235421403
11_78832498,11,43.8046235421403
11_78840306,11,43.8246235421403
11_78848113,11,43.8446235421403
11_78855921,11,43.8646235421403
11_78918166,11,43.8846235421403
11_78926546,11,43.9046235421403
11_78934925,11,43.9246235421403
11_78967977,11,43.9446235421403
11_78973614,11,43.9646235421403
11_78979252,11,43.9846235421403
11_78984589,11,44.0046235421403
11_78987484,11,44.0246235421403
11_78990378,11,44.0446235421403
11_78993273,11,44.0646235421403
11_78996168,11,44.0846235421403
11_78999063,11,44.1046235421403
11_79001958,11,44.1246235421403
11_79024888,11,44.1446235421403
11_79028947,11,44.1646235421403
11_79033007,11,44.1846235421403
11_79037067,11,44.2046235421403
11_79041126,11,44.2246235421403
11_79045186,11,44.2446235421403
11_79049246,11,44.2646235421403
11_79061500,11,44.2846235421403
11_79083233,11,44.3046235421403
11_79090475,11,44.3246235421403
11_79094530,11,44.3446235421403
11_79098823,11,44.3646235421403
11_79152432,11,44.3846235421403
11_79292060,11,44.4046235421403
11_79374453,11,44.4246235421403
11_79456846,11,44.4446235421403
11_79539239,11,44.4646235421403
11_79548235,11,44.4846235421403
11_79549406,11,44.5046235421403
11_79550577,11,44.5246235421403
11_79568039,11,44.5446235421403
11_79577571,11,44.5646235421403
11_79583369,11,44.5846235421403
11_79589167,11,44.6046235421403
11_79594964,11,44.6246235421403
11_79600762,11,44.6446235421403
11_79618205,11,44.6646235421403
11_79700599,11,44.6846235421403
11_79723825,11,44.7046235421403
11_79734461,11,44.7246235421403
11_79745098,11,44.7446235421403
11_79781849,11,44.7646235421403
11_79864242,11,44.7846235421403
11_79946636,11,44.8046235421403
11_79973677,11,44.8246235421403
11_79980363,11,44.8446235421403
11_79987049,11,44.8646235421403
11_79993735,11,44.8846235421403
11_80000421,11,44.9046235421403
11_80013081,11,44.9246235421403
11_80032333,11,44.9446235421403
11_80051585,11,44.9646235421403
11_80070837,11,44.9846235421403
11_80090089,11,45.0046235421403
11_80109341,11,45.0246235421403
11_80128593,11,45.0446235421403
11_80147845,11,45.0646235421403
11_80167097,11,45.0846235421403
11_80189246,11,45.1046235421403
11_80271639,11,45.1246235421403
11_80353939,11,45.1446235421403
11_80384031,11,45.1646235421403
11_80414123,11,45.1846235421403
11_80444216,11,45.2046235421403
11_80474308,11,45.2246235421403
11_80517676,11,45.2446235421403
11_80605892,11,45.2646235421403
11_80627658,11,45.2846235421403
11_80635848,11,45.3046235421403
11_80644038,11,45.3246235421403
11_80652228,11,45.3446235421403
11_80660418,11,45.3646235421403
11_80668608,11,45.3846235421403
11_80690193,11,45.4046235421403
11_80727530,11,45.4246235421403
11_80764867,11,45.4446235421403
11_80802203,11,45.4646235421403
11_80839540,11,45.4846235421403
11_80890236,11,45.5046235421403
11_80986349,11,45.5246235421403
11_81082463,11,45.5446235421403
11_81178576,11,45.5646235421403
11_81259022,11,45.5846235421403
11_81263821,11,45.6046235421403
11_81268621,11,45.6246235421403
11_81286455,11,45.6446235421403
11_81368612,11,45.6646235421403
11_81387222,11,45.6846235421403
11_81405832,11,45.7046235421403
11_81424441,11,45.7246235421403
11_81492633,11,45.7446235421403
11_81496435,11,45.7646235421403
11_81500237,11,45.7846235421403
11_81603822,11,45.8046235421403
11_81612650,11,45.8246235421403
11_81615704,11,45.8446235421403
11_81618758,11,45.8646235421403
11_81621812,11,45.8846235421403
11_81624866,11,45.9046235421403
11_81627920,11,45.9246235421403
11_81630973,11,45.9446235421403
11_81634027,11,45.9646235421403
11_81637081,11,45.9846235421403
11_81640020,11,46.0046235421403
11_81642489,11,46.0246235421403
11_81648044,11,46.0446235421403
11_81652467,11,46.0646235421403
11_81653887,11,46.0846235421403
11_81655306,11,46.1046235421403
11_81656726,11,46.1246235421403
11_81658919,11,46.1446235421403
11_81661495,11,46.1646235421403
11_81664071,11,46.1846235421403
11_81666647,11,46.2046235421403
11_81678347,11,46.2246235421403
11_81861059,11,46.2446235421403
11_81864013,11,46.2646235421403
11_81866968,11,46.2846235421403
11_81869542,11,46.3046235421403
11_81871683,11,46.3246235421403
11_81873824,11,46.3446235421403
11_81965439,11,46.3646235421403
11_81970249,11,46.3846235421403
11_81975058,11,46.4046235421403
11_81995483,11,46.4246235421403
11_82008152,11,46.4446235421403
11_82011499,11,46.4646235421403
11_82014847,11,46.4846235421403
11_82018194,11,46.5046235421403
11_82026562,11,46.5246235421403
11_82037645,11,46.5446235421403
11_82048727,11,46.5646235421403
11_82059810,11,46.5846235421403
11_82065593,11,46.6046235421403
11_82069780,11,46.6246235421403
11_82073403,11,46.6446235421403
11_82076302,11,46.6646235421403
11_82079202,11,46.6846235421403
11_82082101,11,46.7046235421403
11_82085001,11,46.7246235421403
11_82087900,11,46.7446235421403
11_82090800,11,46.7646235421403
11_82093699,11,46.7846235421403
11_82096599,11,46.8046235421403
11_82099498,11,46.8246235421403
11_82103678,11,46.8446235421403
11_82109461,11,46.8646235421403
11_82112497,11,46.8846235421403
11_82115533,11,46.9046235421403
11_82118569,11,46.9246235421403
11_82125690,11,46.9446235421403
11_82136772,11,46.9646235421403
11_82146057,11,46.9846235421403
11_82149245,11,47.0046235421403
11_82152433,11,47.0246235421403
11_82155621,11,47.0446235421403
11_82158808,11,47.0646235421403
11_82161996,11,47.0846235421403
11_82165184,11,47.1046235421403
11_82168372,11,47.1246235421403
11_82171725,11,47.1446235421403
11_82235680,11,47.1646235421403
11_82523812,11,47.1846235421403
11_82544029,11,47.2046235421403
11_82552188,11,47.2246235421403
11_82560347,11,47.2446235421403
11_82708147,11,47.2646235421403
11_82728552,11,47.2846235421403
11_82739502,11,47.3046235421403
11_82746219,11,47.3246235421403
11_82752936,11,47.3446235421403
11_82759653,11,47.3646235421403
11_82833747,11,47.3846235421403
11_83104215,11,47.4046235421403
11_83139783,11,47.4246235421403
11_83175351,11,47.4446235421403
11_83554638,11,47.4646235421403
11_83572645,11,47.4846235421403
11_83573950,11,47.5046235421403
11_83575237,11,47.5246235421403
11_83576525,11,47.5446235421403
11_83577812,11,47.5646235421403
11_83579099,11,47.5846235421403
11_83580386,11,47.6046235421403
11_83581674,11,47.6246235421403
11_83582961,11,47.6446235421403
11_83584248,11,47.6646235421403
11_83585535,11,47.6846235421403
11_83586823,11,47.7046235421403
11_83588110,11,47.7246235421403
11_83589397,11,47.7446235421403
11_83590684,11,47.7646235421403
11_83591972,11,47.7846235421403
11_83593259,11,47.8046235421403
11_83594665,11,47.8246235421403
11_83620454,11,47.8446235421403
11_83647144,11,47.8646235421403
11_84097611,11,47.8846235421403
11_84107102,11,47.9046235421403
11_84116592,11,47.9246235421403
11_84401384,11,47.9346235421403
11_84686176,11,47.9446235421403
11_84819008,11,47.9646235421403
11_84886724,11,47.9846235421403
11_84954440,11,48.0046235421403
11_85022157,11,48.0246235421403
11_85089873,11,48.0446235421403
11_85157589,11,48.0646235421403
11_85306197,11,48.0846235421403
11_85447946,11,48.1046235421403
11_85463565,11,48.1246235421403
11_85479184,11,48.1446235421403
11_85859347,11,48.1646235421403
11_85868363,11,48.1846235421403
11_85873708,11,48.2046235421403
11_85879053,11,48.2246235421403
11_85936695,11,48.2446235421403
11_85938575,11,48.2646235421403
11_85940454,11,48.2846235421403
11_85942359,11,48.3046235421403
11_85945042,11,48.3246235421403
11_85947725,11,48.3446235421403
11_85950407,11,48.3646235421403
11_85953090,11,48.3846235421403
11_85955773,11,48.4046235421403
11_85958455,11,48.4246235421403
11_85966439,11,48.4446235421403
11_85984441,11,48.4646235421403
11_86002443,11,48.4846235421403
11_86020445,11,48.5046235421403
11_86038447,11,48.5246235421403
11_86056449,11,48.5446235421403
11_86074451,11,48.5646235421403
11_86092453,11,48.5846235421403
11_86110455,11,48.6046235421403
11_86128457,11,48.6246235421403
11_86146459,11,48.6446235421403
11_86502034,11,48.6646235421403
11_86910765,11,48.6846235421403
11_87027347,11,48.7046235421403
11_87143928,11,48.7246235421403
11_87227774,11,48.7446235421403
11_87256911,11,48.7646235421403
11_87286048,11,48.7846235421403
11_87321774,11,48.8046235421403
11_87759758,11,48.8246235421403
11_87800767,11,48.8446235421403
11_87813204,11,48.8646235421403
11_87818285,11,48.8846235421403
11_87823366,11,48.9046235421403
11_87828447,11,48.9246235421403
11_87845452,11,48.9446235421403
11_87924568,11,48.9646235421403
11_87933884,11,48.9846235421403
11_87943201,11,49.0046235421403
11_87952517,11,49.0246235421403
11_87961834,11,49.0446235421403
11_87971151,11,49.0646235421403
11_88054915,11,49.0846235421403
11_88055540,11,49.1046235421403
11_88056165,11,49.1246235421403
11_88135760,11,49.1446235421403
11_88161590,11,49.1646235421403
11_88187421,11,49.1846235421403
11_88344415,11,49.2046235421403
11_88505391,11,49.2246235421403
11_88509597,11,49.2446235421403
11_88513803,11,49.2646235421403
11_88644942,11,49.2846235421403
11_88657302,11,49.3046235421403
11_88669662,11,49.3246235421403
11_88870975,11,49.3446235421403
11_88886138,11,49.3646235421403
11_88901302,11,49.3846235421403
11_88916465,11,49.4046235421403
11_88927500,11,49.4246235421403
11_88933276,11,49.4446235421403
11_88939051,11,49.4646235421403
11_88944827,11,49.4846235421403
11_88950603,11,49.5046235421403
11_88956379,11,49.5246235421403
11_88962155,11,49.5446235421403
11_88971179,11,49.5646235421403
11_88981616,11,49.5846235421403
11_88986293,11,49.6046235421403
11_88990609,11,49.6246235421403
11_88994925,11,49.6446235421403
11_88999242,11,49.6646235421403
11_89003558,11,49.6846235421403
11_89017604,11,49.7046235421403
11_89056050,11,49.7246235421403
11_89094496,11,49.7446235421403
11_89151712,11,49.7646235421403
11_89196059,11,49.7846235421403
11_89197849,11,49.8046235421403
11_89199640,11,49.8246235421403
11_89201431,11,49.8446235421403
11_89203222,11,49.8646235421403
11_89204655,11,49.8846235421403
11_89205685,11,49.9046235421403
11_89206714,11,49.9246235421403
11_89207744,11,49.9446235421403
11_89208773,11,49.9646235421403
11_89209802,11,49.9846235421403
11_89210832,11,50.0046235421403
11_89240744,11,50.0246235421403
11_89280970,11,50.0446235421403
11_89281170,11,50.0646235421403
11_89281371,11,50.0846235421403
11_89323682,11,50.1046235421403
11_89335308,11,50.1246235421403
11_89346933,11,50.1446235421403
11_89358559,11,50.1646235421403
11_89395096,11,50.1846235421403
11_89414451,11,50.2046235421403
11_89425206,11,50.2246235421403
11_89435961,11,50.2446235421403
11_89446717,11,50.2646235421403
11_89457472,11,50.2846235421403
11_89468227,11,50.3046235421403
11_89480674,11,50.3246235421403
11_89481658,11,50.3446235421403
11_89482642,11,50.3646235421403
11_89516987,11,50.3846235421403
11_89589258,11,50.4046235421403
11_89604256,11,50.4246235421403
11_89608937,11,50.4446235421403
11_89610522,11,50.4646235421403
11_89612107,11,50.4846235421403
11_89613693,11,50.5046235421403
11_89615278,11,50.5246235421403
11_89616864,11,50.5446235421403
11_89618449,11,50.5646235421403
11_89620034,11,50.5846235421403
11_89621620,11,50.6046235421403
11_89623205,11,50.6246235421403
11_89624790,11,50.6446235421403
11_89626376,11,50.6646235421403
11_89627961,11,50.6846235421403
11_89629547,11,50.7046235421403
11_89631132,11,50.7246235421403
11_89632717,11,50.7446235421403
11_89634303,11,50.7646235421403
11_89635888,11,50.7846235421403
11_89637473,11,50.8046235421403
11_89639059,11,50.8246235421403
11_89645094,11,50.8446235421403
11_89661730,11,50.8646235421403
11_89672514,11,50.8846235421403
11_89681180,11,50.9046235421403
11_89689565,11,50.9246235421403
11_89697950,11,50.9446235421403
11_89706334,11,50.9646235421403
11_89714719,11,50.9846235421403
11_89723104,11,51.0046235421403
11_89731488,11,51.0246235421403
11_89739873,11,51.0446235421403
11_89766435,11,51.0646235421403
11_89774891,11,51.0846235421403
11_89783347,11,51.1046235421403
11_89791803,11,51.1246235421403
11_89804191,11,51.1446235421403
11_89839439,11,51.1646235421403
11_89874686,11,51.1846235421403
11_89909934,11,51.2046235421403
11_89945181,11,51.2246235421403
11_89977180,11,51.2446235421403
11_89997868,11,51.2646235421403
11_90000365,11,51.2846235421403
11_90002862,11,51.3046235421403
11_90005657,11,51.3246235421403
11_90013654,11,51.3446235421403
11_90021651,11,51.3646235421403
11_90029648,11,51.3846235421403
11_90037769,11,51.4046235421403
11_90046033,11,51.4246235421403
11_90054297,11,51.4446235421403
11_90062562,11,51.4646235421403
11_90082127,11,51.4846235421403
11_90136533,11,51.5046235421403
11_90140412,11,51.5246235421403
11_90144291,11,51.5446235421403
11_90209377,11,51.5646235421403
11_90216643,11,51.5846235421403
11_90223909,11,51.6046235421403
11_90410989,11,51.6246235421403
11_90589909,11,51.6446235421403
11_90597888,11,51.6646235421403
11_90605868,11,51.6846235421403
11_90653912,11,51.7046235421403
11_90656603,11,51.7246235421403
11_90659293,11,51.7446235421403
11_90661984,11,51.7646235421403
11_90664674,11,51.7846235421403
11_90667364,11,51.8046235421403
11_90670504,11,51.8246235421403
11_90683935,11,51.8446235421403
11_90712191,11,51.8646235421403
11_90743081,11,51.8846235421403
11_90784857,11,51.9046235421403
11_90808617,11,51.9246235421403
11_90820617,11,51.9446235421403
11_90832617,11,51.9646235421403
11_90844617,11,51.9846235421403
11_90856617,11,52.0046235421403
11_90944156,11,52.0246235421403
11_91082894,11,52.0446235421403
11_91125150,11,52.0646235421403
11_91128853,11,52.0846235421403
11_91132555,11,52.1046235421403
11_91219709,11,52.1246235421403
11_91358447,11,52.1446235421403
11_91497185,11,52.1646235421403
11_91622531,11,52.1846235421403
11_91634425,11,52.2046235421403
11_91646319,11,52.2246235421403
11_91658214,11,52.2446235421403
11_91717175,11,52.2646235421403
11_91720073,11,52.2846235421403
11_91722972,11,52.3046235421403
11_91725870,11,52.3246235421403
11_91728769,11,52.3446235421403
11_91731667,11,52.3646235421403
11_91749571,11,52.3846235421403
11_91757633,11,52.4046235421403
11_91765696,11,52.4246235421403
11_91773758,11,52.4446235421403
11_91931045,11,52.4646235421403
11_92188841,11,52.4846235421403
11_92233399,11,52.5046235421403
11_92255538,11,52.5246235421403
11_92273747,11,52.5446235421403
11_92286302,11,52.5646235421403
11_92298856,11,52.5846235421403
11_92311411,11,52.6046235421403
11_92323965,11,52.6246235421403
11_92336519,11,52.6446235421403
11_92349074,11,52.6646235421403
11_92502809,11,52.6846235421403
11_92623624,11,52.7046235421403
11_92629164,11,52.7246235421403
11_92633491,11,52.7446235421403
11_92637439,11,52.7646235421403
11_92641387,11,52.7846235421403
11_92645335,11,52.8046235421403
11_92649284,11,52.8246235421403
11_92653232,11,52.8446235421403
11_92657180,11,52.8646235421403
11_92661128,11,52.8846235421403
11_92665076,11,52.9046235421403
11_92669024,11,52.9246235421403
11_92745112,11,52.9446235421403
11_92752335,11,52.9646235421403
11_92759558,11,52.9846235421403
11_92807693,11,53.0046235421403
11_93022950,11,53.0246235421403
11_93038641,11,53.0446235421403
11_93054332,11,53.0646235421403
11_93104227,11,53.0846235421403
11_93123381,11,53.1046235421403
11_93142535,11,53.1246235421403
11_93177171,11,53.1446235421403
11_93291932,11,53.1646235421403
11_93406692,11,53.1846235421403
11_93480110,11,53.2046235421403
11_93483331,11,53.2246235421403
11_93486383,11,53.2446235421403
11_93489436,11,53.2646235421403
11_93492488,11,53.2846235421403
11_93495541,11,53.3046235421403
11_93498594,11,53.3246235421403
11_93501646,11,53.3446235421403
11_93504699,11,53.3646235421403
11_93507751,11,53.3846235421403
11_93512625,11,53.4046235421403
11_93521208,11,53.4246235421403
11_93631944,11,53.4446235421403
11_93637327,11,53.4646235421403
11_93642709,11,53.4846235421403
11_93648091,11,53.5046235421403
11_93653474,11,53.5246235421403
11_93658856,11,53.5446235421403
11_93664238,11,53.5646235421403
11_93966734,11,53.5846235421403
11_93968652,11,53.6046235421403
11_93970569,11,53.6246235421403
11_94007558,11,53.6446235421403
11_94122111,11,53.6646235421403
11_94132420,11,53.6846235421403
11_94142728,11,53.7046235421403
11_94153036,11,53.7246235421403
11_94205410,11,53.7446235421403
11_94220647,11,53.7646235421403
11_94235885,11,53.7846235421403
11_94251122,11,53.8046235421403
11_94430442,11,53.8246235421403
11_94450139,11,53.8446235421403
11_94457163,11,53.8646235421403
11_94464187,11,53.8846235421403
11_94471211,11,53.9046235421403
11_94478235,11,53.9246235421403
11_94887871,11,53.9446235421403
11_94899161,11,53.9646235421403
11_94907201,11,53.9846235421403
11_94915241,11,54.0046235421403
11_94923387,11,54.0246235421403
11_94940107,11,54.0446235421403
11_95003320,11,54.0646235421403
11_95004155,11,54.0846235421403
11_95004990,11,54.1046235421403
11_95049781,11,54.1246235421403
11_95093751,11,54.1446235421403
11_95109999,11,54.1646235421403
11_95122911,11,54.1846235421403
11_95135822,11,54.2046235421403
11_95148734,11,54.2246235421403
11_95237582,11,54.2446235421403
11_95247673,11,54.2646235421403
11_95257763,11,54.2846235421403
11_95267854,11,54.3046235421403
11_95376966,11,54.3246235421403
11_95489858,11,54.3446235421403
11_95789085,11,54.3646235421403
11_95808905,11,54.3846235421403
11_95828726,11,54.4046235421403
11_95891957,11,54.4246235421403
11_95900400,11,54.4446235421403
11_95908843,11,54.4646235421403
11_95917286,11,54.4846235421403
11_95925730,11,54.5046235421403
11_95932484,11,54.5246235421403
11_95937644,11,54.5446235421403
11_95948939,11,54.5646235421403
11_95962181,11,54.5846235421403
11_96005869,11,54.6046235421403
11_96015768,11,54.6246235421403
11_96020572,11,54.6446235421403
11_96025376,11,54.6646235421403
11_96030180,11,54.6846235421403
11_96034984,11,54.7046235421403
11_96481883,11,54.7246235421403
11_96489760,11,54.7446235421403
11_96494408,11,54.7646235421403
11_96499055,11,54.7846235421403
11_96503703,11,54.8046235421403
11_96508350,11,54.8246235421403
11_96566874,11,54.8446235421403
11_96569853,11,54.8646235421403
11_96572413,11,54.8846235421403
11_96574583,11,54.9046235421403
11_96576563,11,54.9246235421403
11_96579251,11,54.9446235421403
11_96581939,11,54.9646235421403
11_96584627,11,54.9846235421403
11_96587315,11,55.0046235421403
11_96590003,11,55.0246235421403
11_96592646,11,55.0446235421403
11_96593840,11,55.0646235421403
11_96594758,11,55.0846235421403
11_96595675,11,55.1046235421403
11_96596593,11,55.1246235421403
11_96597511,11,55.1446235421403
11_96598428,11,55.1646235421403
11_96599346,11,55.1846235421403
11_96907543,11,55.2046235421403
11_96913999,11,55.2246235421403
11_96920454,11,55.2446235421403
11_97059228,11,55.2646235421403
11_97101776,11,55.2846235421403
11_97102582,11,55.3046235421403
11_97103388,11,55.3246235421403
11_97107077,11,55.3446235421403
11_97111349,11,55.3646235421403
11_97115620,11,55.3846235421403
11_97338922,11,55.4046235421403
11_97539399,11,55.4246235421403
11_97596132,11,55.4446235421403
11_97652865,11,55.4646235421403
11_97709598,11,55.4846235421403
11_97910274,11,55.5046235421403
11_97981556,11,55.5246235421403
11_98008620,11,55.5446235421403
11_98024007,11,55.5646235421403
11_98032436,11,55.5846235421403
11_98040866,11,55.6046235421403
11_98049295,11,55.6246235421403
11_98062374,11,55.6446235421403
11_98089439,11,55.6646235421403
11_98120338,11,55.6846235421403
11_98176877,11,55.7046235421403
11_98233417,11,55.7246235421403
11_98275118,11,55.7446235421403
11_98287998,11,55.7646235421403
11_98300878,11,55.7846235421403
11_98313758,11,55.8046235421403
11_98345711,11,55.8246235421403
11_98402250,11,55.8446235421403
11_98458790,11,55.8646235421403
11_98515329,11,55.8846235421403
11_98546421,11,55.9046235421403
11_98553867,11,55.9246235421403
11_98561313,11,55.9446235421403
11_98568758,11,55.9646235421403
11_98576204,11,55.9846235421403
11_98583343,11,56.0046235421403
11_98586621,11,56.0246235421403
11_98589900,11,56.0446235421403
11_98593178,11,56.0646235421403
11_98597714,11,56.0846235421403
11_98601372,11,56.1046235421403
11_98602880,11,56.1246235421403
11_98604389,11,56.1446235421403
11_98617541,11,56.1646235421403
11_98659991,11,56.1846235421403
11_98702441,11,56.2046235421403
11_98744891,11,56.2246235421403
11_98787342,11,56.2446235421403
11_98829792,11,56.2646235421403
11_98872572,11,56.2846235421403
11_98921934,11,56.3046235421403
11_98971295,11,56.3246235421403
11_99061867,11,56.3446235421403
11_99098075,11,56.3646235421403
11_99120760,11,56.3846235421403
11_99130733,11,56.4046235421403
11_99140706,11,56.4246235421403
11_99150679,11,56.4446235421403
11_99160652,11,56.4646235421403
11_99167775,11,56.4846235421403
11_99173695,11,56.5046235421403
11_99179616,11,56.5246235421403
11_99211409,11,56.5446235421403
11_99226009,11,56.5646235421403
11_99240608,11,56.5846235421403
11_99335693,11,56.6046235421403
11_99340415,11,56.6246235421403
11_99345136,11,56.6446235421403
11_99677673,11,56.6646235421403
11_99680055,11,56.6846235421403
11_99682396,11,56.7046235421403
11_99708885,11,56.7246235421403
11_99734513,11,56.7446235421403
11_99760140,11,56.7646235421403
11_99785768,11,56.7846235421403
11_99822952,11,56.8046235421403
11_99839196,11,56.8246235421403
11_99855441,11,56.8446235421403
11_99871685,11,56.8646235421403
11_99888700,11,56.8846235421403
11_99900223,11,56.9046235421403
11_99911127,11,56.9246235421403
11_99922031,11,56.9446235421403
11_99940404,11,56.9646235421403
11_99976028,11,56.9846235421403
11_100011653,11,57.0046235421403
11_100049462,11,57.0246235421403
11_100062338,11,57.0446235421403
11_100073265,11,57.0646235421403
11_100084193,11,57.0846235421403
11_100087613,11,57.1046235421403
11_100089694,11,57.1246235421403
11_100091774,11,57.1446235421403
11_100094969,11,57.1646235421403
11_100105897,11,57.1846235421403
11_100109533,11,57.2046235421403
11_100112350,11,57.2246235421403
11_100115167,11,57.2446235421403
11_100117984,11,57.2646235421403
11_100131440,11,57.2846235421403
11_100157765,11,57.3046235421403
11_100184090,11,57.3246235421403
11_100234766,11,57.3446235421403
11_100301681,11,57.3646235421403
11_100449813,11,57.3846235421403
11_100485584,11,57.4046235421403
11_100521354,11,57.4246235421403
11_100794445,11,57.4446235421403
11_100798134,11,57.4646235421403
11_100799768,11,57.4846235421403
11_100801403,11,57.5046235421403
11_100803038,11,57.5246235421403
11_100804672,11,57.5446235421403
11_100806307,11,57.5646235421403
11_100807942,11,57.5846235421403
11_100810540,11,57.6046235421403
11_100852582,11,57.6246235421403
11_100878963,11,57.6446235421403
11_100905345,11,57.6646235421403
11_100915707,11,57.6846235421403
11_100921703,11,57.7046235421403
11_100927699,11,57.7246235421403
11_100933695,11,57.7446235421403
11_100957742,11,57.7646235421403
11_100984123,11,57.7846235421403
11_101010505,11,57.8046235421403
11_101022470,11,57.8246235421403
11_101033223,11,57.8446235421403
11_101043976,11,57.8646235421403
11_101054728,11,57.8846235421403
11_101065481,11,57.9046235421403
11_101076239,11,57.9246235421403
11_101081052,11,57.9446235421403
11_101085378,11,57.9646235421403
11_101089745,11,57.9846235421403
11_101120183,11,58.0046235421403
11_101124974,11,58.0246235421403
11_101129765,11,58.0446235421403
11_101134555,11,58.0646235421403
11_101222056,11,58.0846235421403
11_101259890,11,58.1046235421403
11_101268149,11,58.1246235421403
11_101276408,11,58.1446235421403
11_101418401,11,58.1646235421403
11_101436932,11,58.1846235421403
11_101446834,11,58.2046235421403
11_101456736,11,58.2246235421403
11_101489875,11,58.2446235421403
11_101562354,11,58.2646235421403
11_101583063,11,58.2846235421403
11_101595443,11,58.3046235421403
11_101601889,11,58.3246235421403
11_101608336,11,58.3446235421403
11_101614380,11,58.3646235421403
11_101617537,11,58.3846235421403
11_101620695,11,58.4046235421403
11_101623852,11,58.4246235421403
11_101627009,11,58.4446235421403
